ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;iata_code;local_code;coordinates
SK-419;small_airport;Guamo - Asta Airport;1003;SA;CO;CO-TOL;El Guamo;;;GMO;"-74.95; 4"
SK-420;small_airport;Hacienda GarcÃ­a Airport;1087;SA;CO;CO-TOL;LÃ©rida;;;LRI;"-74.889167; 4.853889"
SK-421;small_airport;Hato De Opia Airport;2601;SA;CO;CO-TOL;Ibague;;;HOP;"-75.083056; 4.421667"
SK-422;small_airport;Herrera Airport;5740;SA;CO;CO-TOL;CampiÃ±a;;HRR;HRR;"-75.85; 3.216667"
SK-423;small_airport;JabalcÃ³n Airport;1034;SA;CO;CO-TOL;JabalcÃ³n;;;JAB;"-75.033611; 3.842222"
SK-424;small_airport;La Bastilla Airport;1031;SA;CO;CO-TOL;El Guamo;;;LAA;"-74.910278; 4.093333"
SK-425;small_airport;La Carmelita Airport;1437;SA;CO;CO-TOL;LÃ©rida;;;LER;"-74.931944; 4.816111"
SK-426;small_airport;La MarÃ­a Airport;993;SA;CO;CO-TOL;Purificacion;;;LMT;"-74.992778; 3.883333"
SK-427;small_airport;La Opia Airport;1856;SA;CO;CO-TOL;Piedras;;;PRA;"-74.965556; 4.451389"
SK-428;small_airport;Las Garzas Airport;13119;SA;CO;CO-TOL;Prado;;;LGA;"-75.9475; 3.751111"
SK-429;small_airport;Leticia Airport;2197;SA;CO;CO-TOL;Alvarado;;;LCT;"-75.033611; 4.463611"
SK-430;small_airport;Los Feria GirÃ³n Airport;1486;SA;CO;CO-TOL;San Luis;;;SLR;"-75.01; 4.258889"
SK-431;small_airport;Los Mangos Airport;1001;SA;CO;CO-TOL;SaldaÃ±a;;;LMS;"-74.981944; 3.915833"
SK-432;small_airport;Nueva York Airport;1050;SA;CO;CO-TOL;Espinal;;;NYY;"-74.9; 4.133333"
SK-433;small_airport;Pajonales Airport;767;SA;CO;CO-TOL;Ambalema;;;PJS;"-74.833056; 4.759444"
SK-434;small_airport;Planadas Airport;3600;SA;CO;CO-TOL;Betania;;;PLA;"-75.7; 3.3"
SK-435;small_airport;Potrerito Airport;2376;SA;CO;CO-TOL;Ibague;;;PPT;"-75.081944; 4.329444"
SK-436;small_airport;Rancho Grande Airport;2866;SA;CO;CO-TOL;Ibague;;;RGR;"-75.114722; 4.442222"
SK-437;small_airport;San AgustÃ­n Airport;982;SA;CO;CO-TOL;Saldana;;;SDA;"-74.940556; 3.945278"
SK-438;small_airport;San GermÃ¡n Airport;1081;SA;CO;CO-TOL;Natagaima;;;SGT;"-75.100278; 3.650833"
SK-439;small_airport;San Javier Airport;2270;SA;CO;CO-TOL;Piedras;;;SJT;"-75.035556; 4.401389"
SK-440;small_airport;San JerÃ³nimo Airport;1633;SA;CO;CO-TOL;Flandes;;;SCY;"-74.9; 4.376389"
SK-441;small_airport;San JosÃ© Airport;1000;SA;CO;CO-TOL;LÃ©rida;;;LRA;"-74.906389; 4.942222"
SK-442;small_airport;Santa Ana Airport;2192;SA;CO;CO-TOL;Piedras;;SQB;;"-75.021667; 4.408333"
SK-443;small_airport;Tamarindo Airport;1076;SA;CO;CO-TOL;Coyaima;;;CYA;"-75.081111; 3.790278"
SK-444;small_airport;Teucali Airport;2201;SA;CO;CO-TOL;Piedras;;;TEU;"-75.023611; 4.425556"
SK-445;small_airport;Varsovia Airport;1308;SA;CO;CO-TOL;San Luis;;;VAV;"-75.1575; 4.017222"
SK-446;small_airport;Ventaquemada Airport;1700;SA;CO;CO-TOL;Alvarado;;;VTQ;"-74.983333; 4.516667"
SK-447;small_airport;Waterloo Airport;2262;SA;CO;CO-TOL;Piedras;;;PIE;"-75.035556; 4.442222"
SK-448;small_airport;Castilla Central Airport;3304;SA;CO;CO-VAC;Pradera;;;CST;"-76.283056; 3.361667"
SK-449;small_airport;Cavasa Airport;3151;SA;CO;CO-VAC;Candelaria;;;CVS;"-76.406944; 3.409444"
SK-450;small_airport;Chambimbal Airport;3078;SA;CO;CO-VAC;San Pedro;;;CHB;"-76.2775; 3.973056"
SK-451;small_airport;Darien Calima Airport;7417;SA;CO;CO-VAC;Darien;;;DAR;"-76.516667; 3.95"
SK-452;small_airport;El Milagro Airport;3082;SA;CO;CO-VAC;Buga;;;BGN;"-76.337222; 3.853889"
SK-453;small_airport;Hacienda La Elvira Airport;3307;SA;CO;CO-VAC;Obando;;;HEV;"-75.921667; 4.618056"
SK-454;small_airport;Ingenio Manuelita Airport;3310;SA;CO;CO-VAC;Palmira;;;PMM;"-76.303611; 3.598889"
SK-455;small_airport;Ingenio Mayaguez Airport;3234;SA;CO;CO-VAC;Candelaria;;;CAD;"-76.326944; 3.395"
SK-456;small_airport;Ingenio Providencia Airport;3307;SA;CO;CO-VAC;El Cerrito;;;ELT;"-76.305; 3.638333"
SK-457;small_airport;La .Estrella Airport;3150;SA;CO;CO-VAC;Guacari;;;GUE;"-76.349722; 3.763056"
SK-458;small_airport;La Base-Fumivalle Airport;3205;SA;CO;CO-VAC;Guacari;;;GUR;"-76.324722; 3.779444"
SK-459;small_airport;La Esmeralda Airport;3159;SA;CO;CO-VAC;Candelaria;;;CDA;"-76.398889; 3.379722"
SK-460;small_airport;La Macarena Airport;3135;SA;CO;CO-VAC;San Pedro;;;SDO;"-76.249167; 3.980556"
SK-461;small_airport;La Mesa Airport;2977;SA;CO;CO-VAC;La Victoria;;;LVC;"-76.023889; 4.563889"
SK-462;small_airport;La Primavera Airport;3600;SA;CO;CO-VAC;Costa Rica;;LPE;LPE;"-76.216667; 3.733333"
SK-463;small_airport;Las CaÃ±as Airport;3246;SA;CO;CO-VAC;Candelaria;;;CNL;"-76.338889; 3.309167"
SK-464;small_airport;Praga Airport;3025;SA;CO;CO-VAC;Obando;;;OBA;"-75.981667; 4.589167"
SK-465;small_airport;Rio Paila Airport;3043;SA;CO;CO-VAC;Zarzal;;;OPA;"-76.093611; 4.317222"
SK-466;small_airport;San Gerardo Airport;3286;SA;CO;CO-VAC;Guacari;;;SXG;"-76.316667; 3.633333"
SK-467;small_airport;San Marino Airport;3044;SA;CO;CO-VAC;Zarzal;;;ZAR;"-76.0664; 4.37695"
SK-468;small_airport;San Pablo Airport;3434;SA;CO;CO-VAC;Buga La Grande;;;BDE;"-76.016944; 4.201667"
SK-469;small_airport;Tierra Blanca Airport;2990;SA;CO;CO-VAC;Roldanillo;;;TIB;"-76.123333; 4.413056"
SK-470;small_airport;Udelva Airport;3143;SA;CO;CO-VAC;Jamundi;;;JDI;"-76.503889; 3.233889"
SK-471;small_airport;Acaricuara Airport;587;SA;CO;CO-VAU;Acaricuara;;ARF;ARF;"-70.133333; 0.533333"
SK-472;small_airport;BelÃ©n De InambÃº Airport;567;SA;CO;CO-VAU;Mitu;;;MIB;"-70.184722; 0.470833"
SK-473;small_airport;Bocoa Querari Airport;626;SA;CO;CO-VAU;Mitu;;;MBQ;"-70.799444; 1.5975"
SK-474;small_airport;Buenos Aires Airport;518;SA;CO;CO-VAU;Mitu;;;MTN;"-71.0075; 0.020278"
SK-475;small_airport;Cachiporro Airport;557;SA;CO;CO-VAU;Mitu;;;MCP;"-71.926389; 0.554167"
SK-476;small_airport;Cananari Airport;645;SA;CO;CO-VAU;Mitu;;;MCI;"-70.928611; 0.545"
SK-477;small_airport;Cano ColÃ³ Airport;696;SA;CO;CO-VAU;Mitu;;;MOL;"-70.443333; 0.365"
SK-478;small_airport;Ibacaba Airport;413;SA;CO;CO-VAU;Mitu;;;MIC;"-69.230556; 0.970556"
SK-479;small_airport;Kamanaos Airport;578;SA;CO;CO-VAU;Mitu;;;MKA;"-69.845278; 1.726111"
SK-480;small_airport;Los Angele Airport;601;SA;CO;CO-VAU;Mitu;;;MVU;"-70.129722; 0.576389"
SK-481;small_airport;Monfort Airport;630;SA;CO;CO-VAU;Monfort;;MFB;MFB;"-69.75; 0.633333"
SK-482;small_airport;Morichal Airport;552;SA;CO;CO-VAU;Morichal;;MHF;MHF;"-69.916667; 1.75"
SK-484;small_airport;Pacoa Airport;549;SA;CO;CO-VAU;Pacoa;;;PCA;"-71.208333; 0.066667"
SK-485;small_airport;Pacu Airport;605;SA;CO;CO-VAU;Mitu;;;MPU;"-70.363889; 1.630833"
SK-486;small_airport;Papunagu Airport;513;SA;CO;CO-VAU;Mitu;;;MTC;"-70.761944; 1.907222"
SK-487;small_airport;Piedra Ãi Airport;583;SA;CO;CO-VAU;Mitu;;;MDR;"-70.326944; 0.108611"
SK-488;small_airport;Piracuara Airport;457;SA;CO;CO-VAU;Mitu;;;MPI;"-69.651389; 0.670278"
SK-489;small_airport;San Antonio Airport;649;SA;CO;CO-VAU;Mitu;;;MSA;"-70.4375; 0.679722"
SK-490;small_airport;San Gerardo Airport;580;SA;CO;CO-VAU;Mitu;;;MGO;"-70.284722; 0.769722"
SK-491;small_airport;San Luis De Paca Airport;635;SA;CO;CO-VAU;Mitu;;;MSP;"-70.346389; 0.874444"
SK-492;small_airport;San Miguel Airport;424;SA;CO;CO-VAU;Mitu;;;MGU;"-70.497222; 0.003889"
SK-493;small_airport;San Pablo Airport;589;SA;CO;CO-VAU;Mitu;;;MSN;"-70.322778; 0.783056"
SK-494;small_airport;Santa Isabel Airport;596;SA;CO;CO-VAU;Mitu;;;MIS;"-70.193056; 0.117778"
SK-495;small_airport;Santa LucÃ­a Airport;758;SA;CO;CO-VAU;Mitu;;;MSI;"-70.006667; 1.3825"
SK-496;small_airport;Santa Rita Airport;608;SA;CO;CO-VAU;Mitu;;;MSR;"-70.409722; 1.652778"
SK-497;small_airport;SonaÃ±a Airport;560;SA;CO;CO-VAU;Mitu;;;MSO;"-70.579167; 0.130833"
SK-498;small_airport;Tapurucuara Airport;621;SA;CO;CO-VAU;Mitu;;;MUR;"-70.162778; 1.473056"
SK-499;small_airport;Taraira Airport;492;SA;CO;CO-VAU;Taraira;;;TAR;"-69.637222; 0.5675"
SK-500;small_airport;Teresita Airport;414;SA;CO;CO-VAU;Mitu;;;MTS;"-69.471389; 0.738056"
SK-501;small_airport;Tiquie Airport;518;SA;CO;CO-VAU;Mitu;;;MTI;"-70.168889; 0.234167"
SK-502;small_airport;Villa FÃ¡tima Airport;583;SA;CO;CO-VAU;Mitu;;;MVI;"-69.956944; 0.974444"
SK-503;small_airport;Villa Gladys Airport;549;SA;CO;CO-VAU;Mitu;;;MVA;"-71.356389; 0.260556"
SK-504;small_airport;Villa Nueva Airport;622;SA;CO;CO-VAU;Mitu;;;MVN;"-70.456667; 0.280556"
SK-505;small_airport;Wacaricuara Airport;577;SA;CO;CO-VAU;Mitu;;;MIT;"-70.225; 0.2"
SK-506;small_airport;Wainambi Airport;461;SA;CO;CO-VAU;Mitu;;;MWA;"-69.617222; 0.866667"
SK-507;small_airport;Wasay Airport;567;SA;CO;CO-VAU;Mitu;;;MWY;"-70.019444; 1.660833"
SK-508;small_airport;Yapima Airport;489;SA;CO;CO-VAU;Mitu;;;YAP;"-69.491389; 1.0825"
SK-509;small_airport;Yapu Airport;610;SA;CO;CO-VAU;Mitu;SKYG;;MYA;"-70.351667; 0.621667"
SK-510;small_airport;Yavarate Airport;649;SA;CO;CO-VAU;Yavarate;;;VAB;"-70.75; 1.116667"
SK-511;small_airport;Casuarito Airport;245;SA;CO;CO-VID;Casuarito;;CSR;CSR;"-68.133333; 5.833333"
SK-512;small_airport;Centro Adm/Tivo Airport;274;SA;CO;CO-VID;Santa Rita;;;CAO;"-67.9; 5.316667"
SK-513;small_airport;Cumachagua Airport;433;SA;CO;CO-VID;Santa RosalÃ¬a;;;CAV;"-70.883333; 4.016667"
SK-514;small_airport;Cumaribo Airport;550;SA;CO;CO-VID;Cumaribo;SKUM;;PCE;"-69.7807; 4.4483"
SK-515;small_airport;El CimarrÃ³n Airport;359;SA;CO;CO-VID;La Primavera;;;LPR;"-69.264444; 5.939722"
SK-516;small_airport;El GavilÃ¡n Airport;381;SA;CO;CO-VID;La Primavera;;;LPG;"-69.737222; 5.226667"
SK-517;small_airport;El TapÃ³n Airport;419;SA;CO;CO-VID;El TapÃ³n;;;ETA;"-69.183333; 5.15"
SK-518;small_airport;Guerima Airport;471;SA;CO;CO-VID;Puerto CarreÃ±o;;;GRM;"-70.312778; 3.591667"
SK-519;small_airport;Jibici Airport;356;SA;CO;CO-VID;Puerto CarreÃ±o;;;PRR;"-68.356389; 4.883889"
SK-520;small_airport;La Jaula Airport;380;SA;CO;CO-VID;La Primavera;;;LJV;"-69.831944; 5.307778"
SK-521;small_airport;La Primavera Airport;390;SA;CO;CO-VID;La Primavera;SKIM;LPE;PIM;"-70.4212; 5.4776"
SK-522;small_airport;La Victoria Airport;438;SA;CO;CO-VID;Puerto CarreÃ±o;;;PTC;"-70.589167; 3.828056"
SK-523;small_airport;Las Gaviotas Airport;600;SA;CO;CO-VID;Las Gaviotas;;;;"-70.833333; 4.583333"
SK-524;small_airport;Pinoquia Airport;234;SA;CO;CO-VID;Puerto CarreÃ±o;;;PNQ;"-68.817778; 6.1525"
SK-525;small_airport;Rancho Alegre Airport;387;SA;CO;CO-VID;La Primavera;;;LPV;"-69.950556; 5.322778"
SK-526;small_airport;San Carlos-Planas Airport;449;SA;CO;CO-VID;Santa RosalÃ¬a;;;SCS;"-70.833333; 4.033333"
SK-527;small_airport;San JosÃ© De Ocune Airport;560;SA;CO;CO-VID;Puerto CarreÃ±o;;;PRE;"-70.253889; 4.082222"
SK-528;small_airport;Santa RosalÃ¬a Airport;377;SA;CO;CO-VID;Santa RosalÃ¬a;;;CAO;"-70.683333; 5.233333"
SK53;small_airport;Yaguarito Airport;836;SA;CO;CO-MET;Surimena;SK53;;SK53;"-73.339996; 3.88"
SKAC;small_airport;Araracuara Airport;1250;SA;CO;CO-CAQ;Araracuara;SKAC;ACR;ACR;"-72.4083; -0.5833"
SKAD;small_airport;Alcides FernÃ¡ndez Airport;50;SA;CO;CO-CHO;AcandÃ­;SKAD;ACD;ACD;"-77.3; 8.51667"
SKAG;small_airport;Hacaritama Airport;545;SA;CO;CO-CES;Aguachica;SKAG;;AGH;"-73.5814; 8.247"
SKAM;small_airport;Amalfi Airport;5507;SA;CO;CO-ANT;Amalfi;SKAM;AFI;AFI;"-75.0667; 6.91667"
SKAN;closed;Andes Airport;3900;SA;CO;CO-ANT;Andes;SKAN;ADN;;"-75.88038; 5.69764"
SKAP;medium_airport;Gomez Nino Apiay Air Base;1207;SA;CO;CO-MET;Apiay;SKAP;API;APY;"-73.5627; 4.07607"
SKAR;medium_airport;El Eden Airport;3990;SA;CO;CO-QUI;Armenia;SKAR;AXM;AXM;"-75.7664; 4.45278"
SKAS;medium_airport;Tres De Mayo Airport;815;SA;CO;CO-PUT;Puerto AsÃ­s;SKAS;PUU;PUU;"-76.5008; 0.505228"
SKBC;medium_airport;Las Flores Airport;111;SA;CO;CO-MAG;El Banco;SKBC;ELB;ELB;"-73.9749; 9.04554"
SKBE;small_airport;Becerril Airport;433;SA;CO;CO-CES;Becerril;SKBE;;BEC;"-73.2744; 9.66278"
SKBG;medium_airport;Palonegro Airport;3897;SA;CO;CO-SAN;Bucaramanga;SKBG;BGA;BGA;"-73.1848; 7.1265"
SKBN;small_airport;Buenavista Airport;850;SA;CO;CO-LAG;Fonseca;SKBN;;BVA;"-72.9004; 10.8879"
SKBO;large_airport;El Dorado International Airport;8361;SA;CO;CO-CUN;Bogota;SKBO;BOG;BOG;"-74.1469; 4.70159"
SKBQ;medium_airport;Ernesto Cortissoz International Airport;98;SA;CO;CO-ATL;Barranquilla;SKBQ;BAQ;BAQ;"-74.7808; 10.8896"
SKBR;small_airport;BerÃ¡stegui Airport;38;SA;CO;CO-COR;BerÃ¡stegui;SKBR;;BIC;"-75.6832; 8.88331"
SKBS;medium_airport;JosÃ© Celestino Mutis Airport;80;SA;CO;CO-CHO;BahÃ­a Solano;SKBS;BSC;BSC;"-77.3947; 6.20292"
SKBU;medium_airport;Gerardo Tobar LÃ³pez Airport;48;SA;CO;CO-VAC;Buenaventura;SKBU;BUN;BUN;"-76.9898; 3.81963"
SKCA;small_airport;CapurganÃ¡ Airport;49;SA;CO;CO-CHO;CapurganÃ¡;SKCA;CPB;CPB;"-77.35; 8.63333"
SKCB;small_airport;Carmen De Bolivar Airport;590;SA;CO;CO-BOL;Carmen De Bolivar;SKCB;;CBR;"-75.1261; 9.68417"
SKCC;medium_airport;Camilo Daza International Airport;1096;SA;CO;CO-NSA;CÃºcuta;SKCC;CUC;CUC;"-72.5115; 7.92757"
SKCD;small_airport;Mandinga Airport;213;SA;CO;CO-CHO;Condoto;SKCD;COG;COG;"-76.7; 5.08333"
SKCG;medium_airport;Rafael NuÃ±ez International Airport;4;SA;CO;CO-BOL;Cartagena;SKCG;CTG;CTG;"-75.513; 10.4424"
SKCH;small_airport;El PacÃ­fico Airport;754;SA;CO;CO-CAQ;Cartagena Del Chiara;SKCH;;CCH;"-74.84; 1.35"
SKCI;small_airport;Carimagua Airport;700;SA;CO;CO-MET;Puerto LÃ³pez;SKCI;CCO;CCO;"-71.3364; 4.56417"
SKCL;medium_airport;Alfonso Bonilla Aragon International Airport;3162;SA;CO;CO-VAC;Cali;SKCL;CLO;CLO;"-76.3816; 3.54322"
SKCM;small_airport;Cimitarra Airport;740;SA;CO;CO-SAN;Cimitarra;SKCM;CIM;CIM;"-73.967; 6.367"
SKCN;small_airport;Cravo Norte Airport;341;SA;CO;CO-ARA;Cravo Norte;SKCN;RAV;RAV;"-70.2107; 6.31684"
SKCO;medium_airport;La Florida Airport;8;SA;CO;CO-NAR;Tumaco;SKCO;TCO;TCO;"-78.7492; 1.81442"
SKCP;small_airport;Cupica Airport;;SA;CO;CO-CHO;BahÃ­a Solano;SKCP;;;"-77.477222; 6.691944"
SKCR;small_airport;CarurÃº Airport;820;SA;CO;CO-VAU;CarurÃº;SKCR;CUO;CRU;"-71.2961; 1.0136"
SKCU;medium_airport;Juan H White Airport;174;SA;CO;CO-ANT;Caucasia;SKCU;CAQ;CAQ;"-75.1985; 7.96847"
SKCV;medium_airport;CoveÃ±as Airport;31;SA;CO;CO-SUC;CoveÃ±as;SKCV;CVE;CVE;"-75.6913; 9.40092"
SKCZ;medium_airport;Las Brujas Airport;528;SA;CO;CO-SUC;Corozal;SKCZ;CZU;CZU;"-75.2856; 9.33274"
SKEB;medium_airport;El Bagre Airport;180;SA;CO;CO-ANT;El Bagre;SKEB;EBG;EBG;"-74.8089; 7.59647"
SKEJ;medium_airport;YariguÃ­es Airport;412;SA;CO;CO-SAN;Barrancabermeja;SKEJ;EJA;EJA;"-73.8068; 7.02433"
SKFL;medium_airport;Gustavo Artunduaga Paredes Airport;803;SA;CO;CO-CAQ;Florencia;SKFL;FLA;FLA;"-75.5644; 1.58919"
SKFR;small_airport;Furatena Airport;3850;SA;CO;CO-BOY;Quipama;SKFR;;QPM;"-74.1869; 5.5275"
SKFU;small_airport;FundaciÃ³n Airport;150;SA;CO;CO-MAG;FundaciÃ³n;SKFU;FDA;FDA;"-74.2; 10.5333"
SKGA;small_airport;La Gaviota Airport;;SA;CO;CO-VID;;SKGA;LGT;;"-70.925; 4.549722"
SKGB;small_airport;Marco Fidel Suarez Air Base;3165;SA;CO;CO-VAC;Cali;SKGB;;;"-76.4966; 3.45899"
SKGI;medium_airport;Santiago Vila Airport;900;SA;CO;CO-CUN;Girardot;SKGI;GIR;GIR;"-74.7967; 4.27624"
SKGO;medium_airport;Santa Ana Airport;2979;SA;CO;CO-VAC;Cartago;SKGO;CRC;CRC;"-75.9557; 4.75818"
SKGP;medium_airport;Juan Casiano Airport;164;SA;CO;CO-CAU;Guapi;SKGP;GPI;GPI;"-77.8986; 2.57013"
SKGY;small_airport;Guaymaral Airport;8390;SA;CO;CO-BOL;ChÃ­a;SKGY;;GMY;"-74.0649; 4.81233"
SKGZ;small_airport;La Jagua Airport;2620;SA;CO;CO-HUI;GarzÃ³n;SKGZ;;GLJ;"-75.6944; 2.1464"
SKHA;small_airport;Chaparral Airport;2730;SA;CO;CO-TOL;Chaparral;SKHA;CPL;CPL;"-75.467; 3.717"
SKHC;small_airport;Hato Corozal Airport;820;SA;CO;CO-CAS;Hato Corozal;SKHC;HTZ;HTZ;"-71.75; 6.15"
SKIB;medium_airport;Perales Airport;2999;SA;CO;CO-TOL;IbaguÃ©;SKIB;IBE;IBE;"-75.1333; 4.42161"
SKIG;small_airport;ChigorodÃ³ Airport;110;SA;CO;CO-ANT;ChigorodÃ³;SKIG;IGO;IGO;"-76.6865; 7.68038"
SKIO;small_airport;Cicuco Airport;65;SA;CO;CO-BOL;LimÃ³n;SKIO;;CIO;"-74.6523; 9.26878"
SKIP;medium_airport;San Luis Airport;9765;SA;CO;CO-NAR;Ipiales;SKIP;IPI;IPI;"-77.6718; 0.861925"
SKJ;closed;Sitkinak Airport;65;NA;US;US-AK;Sitkinak Island;;SKJ;SKJ;"-154.1412; 56.5378"
SKLA;small_airport;MÃ¡laga Airport;6710;SA;CO;CO-SAN;MÃ¡laga;SKLA;;MLG;"-72.7303; 6.70472"
SKLC;medium_airport;Antonio Roldan Betancourt Airport;46;SA;CO;CO-ANT;Carepa;SKLC;APO;APO;"-76.7164; 7.81196"
SKLG;small_airport;Caucaya Airport;573;SA;CO;CO-PUT;Puerto LeguÃ­zamo;SKLG;LQM;LQM;"-74.7708; -0.182278"
SKLM;medium_airport;Jorge Isaac Airport;281;SA;CO;CO-LAG;La Mina-Maicao;SKLM;MCJ;LMA;"-72.4901; 11.2325"
SKLP;small_airport;La Pedrera Airport;590;SA;CO;CO-AMA;La Pedrera;SKLP;LPD;LPD;"-69.5797; -1.32861"
SKLT;medium_airport;Alfredo VÃ¡squez Cobo International Airport;277;SA;CO;CO-AMA;Leticia;SKLT;LET;LET;"-69.9432; -4.19355"
SKMA;small_airport;Madrid Air Base;8325;SA;CO;CO-CUN;Madrid;SKMA;;;"-74.2754; 4.7278"
SKMD;medium_airport;Enrique Olaya Herrera Airport;4949;SA;CO;CO-ANT;MedellÃ­n;SKMD;EOH;EOH;"-75.590582; 6.220549"
SKME;small_airport;Melgar Air Base;1028;SA;CO;CO-CUN;Melgar;SKME;;;"-74.635; 4.21644"
SKMF;small_airport;Miraflores Airport;730;SA;CO;CO-GUV;Miraflores;SKMF;MFS;MFS;"-71.9444; 1.35"
SKMG;medium_airport;Baracoa Airport;178;SA;CO;CO-BOL;MaganguÃ©;SKMG;MGN;MGN;"-74.8461; 9.28474"
SKMJ;small_airport;Maicao Airport;160;SA;CO;CO-LAG;Maicao;SKMJ;;MCJ;"-72.239197; 11.3899"
SKML;small_airport;Montelibano Airport;160;SA;CO;CO-COR;MontelÃ­bano;SKML;MTB;MTB;"-75.4325; 7.97174"
SKMN;small_airport;Casanare Airport;600;SA;CO;CO-CAS;ManÃ­;SKMN;;MNI;"-72.2667; 4.83333"
SKMP;small_airport;San Bernardo Airport;60;SA;CO;CO-BOL;MompÃ³s;SKMP;;MMP;"-74.438; 9.25872"
SKMR;medium_airport;Los Garzones Airport;36;SA;CO;CO-COR;MonterÃ­a;SKMR;MTR;MTR;"-75.8258; 8.82374"
SKMU;medium_airport;Fabio Alberto Leon Bentley Airport;680;SA;CO;CO-VAU;MitÃº;SKMU;MVP;MVP;"-70.2339; 1.25366"
SKMZ;medium_airport;La Nubia Airport;6871;SA;CO;CO-CAL;Manizales;SKMZ;MZL;MZL;"-75.4647; 5.0296"
SKNC;small_airport;Necocli Airport;19;SA;CO;CO-ANT;Necocli;SKNC;NCI;NCI;"-76.7833; 8.45"
SKNQ;small_airport;Reyes Murillo Airport;12;SA;CO;CO-CHO;NuquÃ­;SKNQ;NQU;NQU;"-77.2806; 5.6964"
SKNV;medium_airport;Benito Salas Airport;1464;SA;CO;CO-HUI;Neiva;SKNV;NVA;NVA;"-75.294; 2.95015"
SKOC;medium_airport;Aguas Claras Airport;3850;SA;CO;CO-NSA;OcaÃ±a;SKOC;OCV;OCV;"-73.3583; 8.31506"
SKOE;small_airport;Orocue Airport;434;SA;CO;CO-CAS;Orocue;SKOE;ORC;ORC;"-71.3564; 4.79222"
SKOL;small_airport;Puerto LÃ³pez Airport;599;SA;CO;CO-MET;Puerto LÃ³pez;SKOL;;;"-72.976483; 4.089869"
SKOR;small_airport;Orito Airport;1132;SA;CO;CO-PUT;Orito;SKOR;;ORI;"-76.88; 0.669444"
SKOT;closed;Otu Airport;2060;SA;CO;CO-ANT;Remedios;SKOT;OTU;;"-74.7155; 7.01037"
SKPA;small_airport;Juan Jose Rondon Airport;8205;SA;CO;CO-BOY;Paipa;SKPA;;PIP;"-73.1054; 5.76454"
SKPB;small_airport;Puerto BolÃ­var Airport;90;SA;CO;CO-LAG;Portete;SKPB;;PBO;"-71.9848; 12.2215"
SKPC;medium_airport;German Olano Airport;177;SA;CO;CO-VID;Puerto CarreÃ±o;SKPC;PCR;PCR;"-67.4932; 6.18472"
SKPD;medium_airport;Obando Airport;460;SA;CO;CO-GUA;Puerto InÃ­rida;SKPD;PDA;PDA;"-67.9062; 3.85353"
SKPE;medium_airport;MatecaÃ±a International Airport;4416;SA;CO;CO-RIS;Pereira;SKPE;PEI;PEI;"-75.7395; 4.81267"
SKPG;small_airport;Puerto Gaitan Airport;510;SA;CO;CO-CAS;Puerto Gaitan;SKPG;;;"-72.0844; 4.30444"
SKPI;medium_airport;Pitalito Airport;4212;SA;CO;CO-HUI;Pitalito;SKPI;PTX;;"-76.0857; 1.85777"
SKPL;small_airport;Plato Airport;69;SA;CO;CO-MAG;Plato;SKPL;PLT;PLT;"-74.7833; 9.8"
SKPN;small_airport;Puerto Nare Airport;476;SA;CO;CO-ANT;Armenia;SKPN;NAR;NAR;"-74.5906; 6.21002"
SKPP;medium_airport;Guillermo LeÃ³n Valencia Airport;5687;SA;CO;CO-CAU;PopayÃ¡n;SKPP;PPN;PPN;"-76.6093; 2.4544"
SKPQ;medium_airport;German Olano Air Base;566;SA;CO;CO-CUN;La Dorada;SKPQ;PAL;PQE;"-74.6574; 5.48361"
SKPR;small_airport;Puerto Berrio Airport;445;SA;CO;CO-ANT;Puerto Berrio;SKPR;PBE;PBE;"-74.4105; 6.46034"
SKPS;medium_airport;Antonio Narino Airport;5951;SA;CO;CO-NAR;Pasto;SKPS;PSO;PSO;"-77.2915; 1.39625"
SKPV;medium_airport;El Embrujo Airport;10;SA;CO;CO-SAP;Providencia;SKPV;PVA;PVA;"-81.3583; 13.3569"
SKPZ;medium_airport;Paz De Ariporo Airport;900;SA;CO;CO-CAS;Paz De Ariporo;SKPZ;PZA;PZA;"-71.8866; 5.87615"
SKQU;medium_airport;Mariquita Airport;1531;SA;CO;CO-TOL;Mariquita;SKQU;MQU;MQU;"-74.8836; 5.21256"
SKRG;medium_airport;Jose Maria CÃ³rdova International Airport;6955;SA;CO;CO-ANT;MedellÃ­n;SKRG;MDE;MDE;"-75.4231; 6.16454"
SKRH;medium_airport;Almirante Padilla Airport;43;SA;CO;CO-LAG;Riohacha;SKRH;RCH;RCH;"-72.926; 11.5262"
SKSA;small_airport;Los Colonizadores Airport;680;SA;CO;CO-ARA;Saravena;SKSA;RVE;SRV;"-71.857179; 6.951868"
SKSF;closed;Santa FÃ© de AntioquÃ­a Airport;1500;SA;CO;CO-ANT;Santa FÃ© de AntioquÃ­a;SKSF;;SFA;"-75.822521; 6.500631"
SKSG;small_airport;San Gil Airport;5498;SA;CO;CO-SAN;San Gil;SKSG;;SGL;"-73.1283; 6.58444"
SKSI;small_airport;Santiago I Airport;573;SA;CO;CO-CAS;ManÃ­;SKSI;;;"-72.323196; 4.73214"
SKSJ;medium_airport;Jorge E. Gonzalez Torres Airport;605;SA;CO;CO-GUV;San JosÃ© Del Guaviare;SKSJ;SJE;SJE;"-72.6394; 2.57969"
